TWEET	EMOJI	LANGUAGE
4947		fr
4948		fr
4949		fr
4950	folded hands	fr
4951		fr
4952		fr
4953		fr
4954		fr
4955		fr
4956		fr
4957		fr
4958		fr
4959		fr
4960		fr
4961	smiling face with smiling eyes	fr
4962		fr
4963		fr
4964		fr
4965		fr
4966		fr
4967		fr
4968		fr
4969		fr
4970		fr
4971	smiling face with heart-eyes	fr
4972		fr
4973		fr
4974		fr
4975		fr
4976		fr
4977	smiling face	fr
4978	person in bed	fr
4979		fr
4980		fr
4981		fr
4982		fr
4983	female sign	fr
4983	rocket	fr
4984		fr
4985		fr
4986		fr
4987		fr
4988		fr
4989		fr
4990		fr
4991		fr
4992		fr
4993		fr
4994		fr
4995		fr
4996	green heart	fr
4996	musical note	fr
4997		fr
4998	anxious face with sweat	fr
4999		fr
5000		fr
5001		fr
5002		fr
5003		fr
5004		fr
5005		fr
5006		fr
5007		fr
5008		fr
5009		fr
5010		fr
5011		fr
5012		fr
5013		fr
5014		fr
5015		fr
5016		fr
5017	face with tears of joy	fr
5017	face with tears of joy	fr
5018		fr
5019		fr
5020		fr
5021		fr
5022		fr
5023		fr
5024		fr
5025		fr
5026	red heart	fr
5027		fr
5028		fr
5029		fr
5030		fr
5031		fr
5032		fr
5033		fr
5034	smiling face with smiling eyes	fr
5035		fr
5036	name badge	fr
5037	handshake	fr
5038		fr
5039		fr
5040		fr
5041		fr
5042		fr
5043		fr
5044		fr
5045		fr
5046		fr
5047		fr
5048		fr
5049		fr
5050		fr
5051		fr
5052		fr
5053		fr
5054		fr
5055		fr
5056	red heart	fr
5057		fr
5058		fr
5059		fr
5060	grinning face with sweat	fr
5060	grinning face with sweat	fr
5060	face with tears of joy	fr
5061		fr
5062		fr
5063	flexed biceps	fr
5064		fr
5065		fr
5066		fr
5067		fr
5068		fr
5069		fr
5070		fr
5071		fr
5072		fr
5073		fr
5074	smiling face with smiling eyes	fr
5075		fr
5076		fr
5077		fr
5078	crescent moon	fr
5079		fr
5080		fr
5081		fr
5082		fr
5083		fr
5084		fr
5085	thumbs up	fr
5085	OK hand	fr
5085	face with tears of joy	fr
5085	face with tears of joy	fr
5085	face with tears of joy	fr
5085	face with tears of joy	fr
5086		fr
5087		fr
5088		fr
5089		fr
5090		fr
5091		fr
5092		fr
5093		fr
5094	grimacing face	fr
5095		fr
5096		fr
5097		fr
5098		fr
5099		fr
5100		fr
5101		fr
5102		fr
5103		fr
5104		fr
5105		fr
5106	winking face	fr
5107		fr
5108		fr
5109		fr
5110	smirking face	fr
5111		fr
5112	hugging face	fr
5113		fr
5114		fr
5115		fr
5116		fr
5117		fr
5118		fr
5119		fr
5120		fr
5121	yellow heart	fr
5122	loudly crying face	fr
5123	winking face with tongue	fr
5124		fr
5125		fr
5126		fr
5127	fire	fr
5128	backhand index pointing right	fr
5129		fr
5130	face with medical mask	fr
5131		fr
5132	see-no-evil monkey	fr
5132	face with tears of joy	fr
5133		fr
5134		fr
5135	loudly crying face	fr
5136		fr
5137		fr
5138		fr
5139		fr
5140		fr
5141	face with steam from nose	fr
5142		fr
5143		fr
5144		fr
5145		fr
5146	persevering face	fr
5147		fr
5148		fr
5149		fr
5150		fr
5151		fr
5152		fr
5153		fr
5154		fr
5155		fr
5156	loudly crying face	fr
5157		fr
5158		fr
5159		fr
5160		fr
5161	deciduous tree	fr
5161	deciduous tree	fr
5161	deciduous tree	fr
5161	deciduous tree	fr
5161	deciduous tree	fr
5161	deciduous tree	fr
5161	beaming face with smiling eyes	fr
5161	wrapped gift	fr
5161	OK hand	fr
5162		fr
5163		fr
5164		fr
5165		fr
5166	smiling face with heart-eyes	fr
5167		fr
5168		fr
5169		fr
5170		fr
5171		fr
5172	downcast face with sweat	fr
5172	weary face	fr
5172	folded hands	fr
5172	folded hands	fr
5172	folded hands	fr
5172	crossed fingers	fr
5172	crossed fingers	fr
5172	crossed fingers	fr
5172	crossed fingers	fr
5172	crossed fingers	fr
5172	crossed fingers	fr
5172	crossed fingers	fr
5172	crossed fingers	fr
5173	face with tears of joy	fr
5174		fr
5175	OK hand	fr
5176	loudly crying face	fr
5176	loudly crying face	fr
5176	loudly crying face	fr
5177	face with tears of joy	fr
5178	magnifying glass tilted right	fr
5179		fr
5180		fr
5181		fr
5182		fr
5183		fr
5184		fr
5185	person biking	fr
5185	male sign	fr
5186		fr
5187		fr
5188		fr
5189		fr
5190		fr
5191		fr
5192		fr
5193		fr
5194		fr
5195	smiling face with smiling eyes	fr
5196		fr
5197	purple heart	fr
5198		fr
5199	loudly crying face	fr
5199	loudly crying face	fr
5200		fr
5201		fr
5202		fr
5203		fr
5204		fr
5205		fr
5206		fr
5207	thumbs up	fr
5208		fr
5209		fr
5210		fr
5211		fr
5212		fr
5213		fr
5214	rolling on the floor laughing	fr
5214	rolling on the floor laughing	fr
5215		fr
5216		fr
5217		fr
5218		fr
5219		fr
5220		fr
5221	face with tears of joy	fr
5222		fr
5223		fr
5224		fr
5225		fr
5226		fr
5227		fr
5228	person shrugging	fr
5228	female sign	fr
5229		fr
5230		fr
5231		fr
5232		fr
5233		fr
5234		fr
5235		fr
5236		fr
5237	thinking face	fr
5238		fr
5239	confetti ball	fr
5240	megaphone	fr
5240	right arrow	fr
5241		fr
5242		fr
5243		fr
5244		fr
5245		fr
5246		fr
5247	pile of poo	fr
5248		fr
5249		fr
5250		fr
5251	person shrugging	fr
5251	male sign	fr
5252		fr
5253		fr
5254		fr
5255		fr
5256	thinking face	fr
5257		fr
5258	winking face with tongue	fr
5259		fr
5260		fr
5261		fr
5262	loudly crying face	fr
5263		fr
5264	face with tears of joy	fr
5265	crying face	fr
5266	winking face with tongue	fr
5267		fr
5268		fr
5269		fr
5270	winking face	fr
5271		fr
5272	face with tears of joy	fr
5273		fr
5274		fr
5275		fr
5276		fr
5277		fr
5278		fr
5279		fr
5280		fr
5281	smiling face with heart-eyes	fr
5282		fr
5283	smiling face with heart-eyes	fr
5284		fr
5285		fr
5286		fr
5287		fr
5288		fr
5289		fr
5290		fr
5291		fr
5292		fr
5293		fr
5294		fr
5295		fr
5296	smiling face with heart-eyes	fr
5297		fr
5298		fr
5299		fr
5300	round pushpin	fr
5300	round pushpin	fr
5301		fr
5302		fr
5303		fr
5304		fr
5305	see-no-evil monkey	fr
5306		fr
5307	grinning face with sweat	fr
5308	red heart	fr
5309		fr
5310		fr
5311		fr
5312		fr
5313		fr
5314		fr
5315		fr
5316		fr
5317		fr
5318		fr
5319	face screaming in fear	fr
5320		fr
5321		fr
5322		fr
5323	loudly crying face	fr
5323	red heart	fr
5324		fr
5325		fr
5326		fr
5327		fr
5328	flushed face	fr
5328	purple heart	fr
5329		fr
5330		fr
5331		fr
5332	face without mouth	fr
5333		fr
5334		fr
5335		fr
5336		fr
5337		fr
5338		fr
5339		fr
5340	purple heart	fr
5341		fr
5342		fr
5343		fr
5344		fr
5345		fr
5346		fr
5347		fr
5348		fr
5349		fr
5350		fr
5351		fr
5352	call me hand	fr
5353		fr
5354		fr
5355	smiling face with heart-eyes	fr
5356		fr
5357		fr
5358	face with tears of joy	fr
5358	face with tears of joy	fr
5359	unamused face	fr
5360		fr
5361		fr
5362		fr
5363		fr
5364		fr
5365		fr
5366		fr
5367		fr
5368	purple heart	fr
5369	sign of the horns	fr
5370		fr
5371	backhand index pointing right	fr
5372		fr
5373		fr
5374		fr
5375		fr
5376		fr
5377		fr
5378		fr
5379		fr
5380		fr
5381	loudly crying face	fr
5382		fr
5383		fr
5384		fr
5385	raising hands	fr
5385	raising hands	fr
5386		fr
5387		fr
5388		fr
5389		fr
5390		fr
5391	person facepalming	fr
5391	male sign	fr
5392	cat face with tears of joy	fr
5392	cat face with tears of joy	fr
5392	cat face with tears of joy	fr
5392	loudly crying face	fr
5392	clapping hands	fr
5393	smiling face with heart-eyes	fr
5394		fr
5395		fr
5396		fr
5397		fr
5398		fr
5399		fr
5400		fr
5401		fr
5402		fr
5403		fr
5404		fr
5405		fr
5406		fr
5407		fr
5408		fr
5409		fr
5410		fr
5411		fr
5412	weary face	fr
5413		fr
5414		fr
5415		fr
5416		fr
5417		fr
5418		fr
5419	OK hand	fr
5420		fr
5421		fr
5422		fr
5423		fr
5424		fr
5425		fr
5426		fr
5427		fr
5428		fr
5429		fr
5430	loudly crying face	fr
5430	loudly crying face	fr
5431		fr
5432	clapping hands	fr
5432	clapping hands	fr
5433		fr
5434		fr
5435	face with tears of joy	fr
5435	face with tears of joy	fr
5435	face with tears of joy	fr
5436	red circle	fr
5436	black circle	fr
5437		fr
5438		fr
5439		fr
5440		fr
5441		fr
5442		fr
5443		fr
5444	grinning face	fr
5444	smiling face with heart-eyes	fr
5445		fr
5446		fr
5447		fr
5448	smiling face with heart-eyes	fr
5449		fr
5450		fr
5451		fr
5452		fr
5453	pouting face	fr
5454		fr
5455		fr
5456		fr
5457		fr
5458	hugging face	fr
5458	hugging face	fr
5458	hugging face	fr
5459		fr
5460		fr
5461		fr
5462	red heart	fr
5463		fr
5464		fr
5465		fr
5466		fr
5467		fr
5468	smiling face with heart-eyes	fr
5468	smiling face with heart-eyes	fr
5468	smiling face with heart-eyes	fr
5469		fr
5470		fr
5471		fr
5472	flushed face	fr
5473	thinking face	fr
5474		fr
5475		fr
5476		fr
5477		fr
5478		fr
5479		fr
5480		fr
5481		fr
5482		fr
5483		fr
5484		fr
5485		fr
5486		fr
5487		fr
5488		fr
5489		fr
5490		fr
5491		fr
5492	clapping hands	fr
5493		fr
5494	winking face	fr
5494	face blowing a kiss	fr
5495		fr
5496		fr
5497		fr
5498		fr
5499		fr
5500	face with tears of joy	fr
5501		fr
5502		fr
5503		fr
5504	slightly smiling face	fr
5505		fr
5506		fr
5507		fr
5508		fr
5509		fr
5510		fr
5511	loudly crying face	fr
5511	black heart	fr
5512		fr
5513		fr
5514	face with tears of joy	fr
5515		fr
5516	collision	fr
5517		fr
5518		fr
5519		fr
5520	smiling face with heart-eyes	fr
5521		fr
5522	party popper	fr
5523		fr
5524		fr
5525		fr
5526		fr
5527		fr
5528	smiling face with smiling eyes	fr
5529	loudly crying face	fr
5530		fr
5531		fr
5532		fr
5533		fr
5534	face with open mouth	fr
5535		fr
5536		fr
5537		fr
5538		fr
5539		fr
5540	winking face with tongue	fr
5540	thumbs up	fr
5541		fr
5542		fr
5543		fr
5544		fr
5545		fr
5546	lollipop	fr
5546	candy	fr
5547		fr
5548		fr
5549		fr
5550		fr
5551		fr
5552		fr
5553		fr
5554	loudly crying face	fr
5555		fr
5556		fr
5557		fr
5558		fr
5559		fr
5560		fr
5561		fr
5562		fr
5563		fr
5564		fr
5565		fr
5566		fr
5567	face without mouth	fr
5568		fr
5569		fr
5570	heart suit	fr
5571		fr
5572		fr
5573		fr
5574		fr
5575	red heart	fr
5576		fr
5577		fr
5578		fr
5579		fr
5580		fr
5581		fr
5582		fr
5583		fr
5584		fr
5585		fr
5586		fr
5587		fr
5588		fr
5589		fr
5590		fr
5591	locked with key	fr
5592		fr
5593		fr
5594	backhand index pointing down	fr
5595		fr
5596		fr
5597		fr
5598	folded hands	fr
5598	crossed fingers	fr
5599		fr
5600		fr
5601		fr
5602		fr
5603		fr
5604		fr
5605		fr
5606		fr
5607		fr
5608		fr
5609		fr
5610	kissing face with closed eyes	fr
5610	kissing face with closed eyes	fr
5611		fr
5612		fr
5613		fr
5614		fr
5615	grinning face with sweat	fr
5616		fr
5617		fr
5618	right arrow curving down	fr
5619	grinning face with big eyes	fr
5620		fr
5621	face with tears of joy	fr
5622		fr
5623		fr
5624		fr
5625		fr
5626		fr
5627	prohibited	fr
5627	prohibited	fr
5627	prohibited	fr
5627	prohibited	fr
5627	prohibited	fr
5627	prohibited	fr
5627	prohibited	fr
5627	prohibited	fr
5628		fr
5629		fr
5630		fr
5631		fr
5632		fr
5633		fr
5634		fr
5635	loudly crying face	fr
5636		fr
5637		fr
5638		fr
5639		fr
5640		fr
5641		fr
5642		fr
5643		fr
5644		fr
5645		fr
5646		fr
5647		fr
5648		fr
5649		fr
5650		fr
5651		fr
5652	grinning squinting face	fr
5653	unamused face	fr
5654		fr
5655		fr
5656	loudly crying face	fr
5657		fr
5658	envelope with arrow	fr
5658	sailboat	fr
5659		fr
5660		fr
5661		fr
5662	slightly smiling face	fr
5663		fr
5664		fr
5665		fr
5666		fr
5667		fr
5668		fr
5669		fr
5670		fr
5671		fr
5672		fr
5673	crying face	fr
5674		fr
5675		fr
5676		fr
5677		fr
5678		fr
5679	face with tears of joy	fr
5679	person facepalming	fr
5679	female sign	fr
5680	flexed biceps	fr
5680	loudly crying face	fr
5681		fr
5682		fr
5683		fr
5684		fr
5685		fr
5686		fr
5687		fr
5688		fr
5689		fr
5690		fr
5691		fr
5692		fr
5693		fr
5694		fr
5695		fr
5696	face with tears of joy	fr
5696	face with tears of joy	fr
5696	face with tears of joy	fr
5696	face with tears of joy	fr
5697	loudly crying face	fr
5697	loudly crying face	fr
5697	loudly crying face	fr
5697	loudly crying face	fr
5698		fr
5699		fr
5700		fr
5701		fr
5702		fr
5703		fr
5704		fr
5705	face with tears of joy	fr
5706		fr
5707		fr
5708		fr
5709		fr
5710		fr
5711		fr
5712		fr
5713		fr
5714		fr
5715	flexed biceps	fr
5716		fr
5717	smiling face with halo	fr
5718		fr
5719	smiling face with heart-eyes	fr
5719	smiling face with heart-eyes	fr
5719	loudly crying face	fr
5720		fr
5721		fr
5722	middle finger	fr
5722	face with rolling eyes	fr
5723		fr
5724		fr
5725		fr
5726		fr
5727		fr
5728		fr
5729		fr
5730		fr
5731	face with tears of joy	fr
5732	sparkles	fr
5733		fr
5734		fr
5735	face with tears of joy	fr
5735	rolling on the floor laughing	fr
5735	grinning squinting face	fr
5736		fr
5737		fr
5738		fr
5739		fr
5740		fr
5741		fr
5742		fr
5743	eye	fr
5743	right arrow	fr
5744		fr
5745		fr
5746		fr
5747	face with tears of joy	fr
5747	face with tears of joy	fr
5747	face with tears of joy	fr
5747	smirking face	fr
5748		fr
5749		fr
5750		fr
5751		fr
5752		fr
5753		fr
5754		fr
5755		fr
5756		fr
5757		fr
5758		fr
5759		fr
5760		fr
5761		fr
5762		fr
5763	face with tears of joy	fr
5764		fr
5765		fr
5766		fr
5767		fr
5768		fr
5769	red heart	fr
5770	pencil	fr
5770	page facing up	fr
5771	smiling face with heart-eyes	fr
5772	light bulb	fr
5773		fr
5774		fr
5775		fr
5776		fr
5777		fr
5778		fr
5779		fr
5780		fr
5781		fr
5782		fr
5783		fr
5784		fr
5785		fr
5786		fr
5787		fr
5788		fr
5789		fr
5790		fr
5791		fr
5792		fr
5793		fr
5794		fr
5795		fr
5796	white heavy check mark	fr
5797		fr
5798		fr
5799		fr
5800	smiling face with heart-eyes	fr
5800	smiling face with heart-eyes	fr
5800	smiling face with heart-eyes	fr
5800	smiling face with heart-eyes	fr
5800	smiling face with heart-eyes	fr
5801		fr
5802		fr
5803		fr
5804		fr
5805		fr
5806		fr
5807		fr
5808		fr
5809		fr
5810		fr
5811	loudly crying face	fr
5812		fr
5813		fr
5814		fr
5815		fr
5816		fr
5817		fr
5818		fr
5819		fr
5820	face screaming in fear	fr
5820	face screaming in fear	fr
5820	face screaming in fear	fr
5820	fearful face	fr
5820	fearful face	fr
5820	fearful face	fr
5820	frowning face	fr
5820	frowning face	fr
5820	frowning face	fr
5820	thumbs down	fr
5820	thumbs down	fr
5820	thumbs down	fr
5821	party popper	fr
5821	winking face	fr
5822		fr
5823	pushpin	fr
5824		fr
5825		fr
5826		fr
5827		fr
5828		fr
5829		fr
5830		fr
5831		fr
5832		fr
5833		fr
5834		fr
5835		fr
5836		fr
5837		fr
5838		fr
5839		fr
5840		fr
5841		fr
5842		fr
5843		fr
5844	neutral face	fr
5845	smiling face with smiling eyes	fr
5846	loudly crying face	fr
5846	loudly crying face	fr
5846	loudly crying face	fr
5847		fr
5848		fr
5849		fr
5850		fr
5851		fr
5852	face with tears of joy	fr
5852	face with tears of joy	fr
5852	grinning squinting face	fr
5853		fr
5854		fr
5855		fr
5856		fr
5857		fr
5858		fr
5859		fr
5860		fr
5861		fr
5862		fr
5863		fr
5864		fr
5865		fr
5866		fr
5867		fr
5868		fr
5869		fr
5870		fr
5871		fr
5872		fr
5873		fr
5874		fr
5875		fr
5876		fr
5877		fr
5878	index pointing up	fr
5879		fr
5880		fr
5881		fr
5882		fr
5883		fr
5884	pouting face	fr
5885		fr
5886	loudly crying face	fr
5886	loudly crying face	fr
5886	loudly crying face	fr
5887		fr
5888		fr
5889		fr
5890		fr
5891		fr
5892		fr
5893		fr
5894		fr
5895		fr
5896		fr
5897		fr
5898		fr
5899	inbox tray	fr
5899	inbox tray	fr
5899	package	fr
5899	fire	fr
5899	fire	fr
5900		fr
5901		fr
5902		fr
5903		fr
5904		fr
5905		fr
5906		fr
5907		fr
5908		fr
5909	stopwatch	fr
5909	soccer ball	fr
5909	trophy	fr
5909	man	fr
5909	man	fr
5909	boy	fr
5909	boy	fr
5910	winking face	fr
5911	princess	fr
5912		fr
5913		fr
5914		fr
5915		fr
5916		fr
5917		fr
5918		fr
5919	face with tears of joy	fr
5919	face with tears of joy	fr
5919	face with tears of joy	fr
5919	face with tears of joy	fr
5919	loudly crying face	fr
5919	loudly crying face	fr
5919	loudly crying face	fr
5920		fr
5921		fr
5922		fr
5923		fr
5924		fr
5925		fr
5926	crying face	fr
5926	crying face	fr
5926	crying face	fr
5926	red heart	fr
5926	red heart	fr
5926	red heart	fr
5927		fr
5928	grinning face with sweat	fr
5928	grinning face with sweat	fr
5928	grinning face with sweat	fr
5929	sleeping face	fr
5930		fr
5931		fr
5932		fr
5933		fr
5934		fr
5935		fr
5936		fr
5937		fr
5938	beaming face with smiling eyes	fr
5939	OK hand	fr
5940		fr
5941		fr
5942		fr
5943		fr
5944		fr
5945		fr
5946		fr
5947	face savoring food	fr
5947	face with rolling eyes	fr
5948		fr
5949		fr
5950		fr
5951	face with tears of joy	fr
5952		fr
5953		fr
5954	slightly smiling face	fr
5955		fr
5956		fr
5957		fr
5958		fr
5959		fr
5960		fr
5961		fr
5962		fr
5963	loudly crying face	fr
5963	thumbs up	fr
5964		fr
5965	smiling face with heart-eyes	fr
5965	red heart	fr
5966		fr
5967		fr
5968	face with tears of joy	fr
5968	face with tears of joy	fr
5968	face with tears of joy	fr
5968	new moon face	fr
5969		fr
5970		fr
5971		fr
5972	black small square	fr
5973		fr
5974		fr
5975		fr
5976		fr
5977		fr
5978		fr
5979		fr
5980	loudly crying face	fr
5980	loudly crying face	fr
5980	loudly crying face	fr
5980	loudly crying face	fr
5980	loudly crying face	fr
5980	loudly crying face	fr
5981		fr
5982	baby angel	fr
5983		fr
5984		fr
5985	winking face	fr
5986		fr
5987		fr
5988		fr
5989	smiling face with heart-eyes	fr
5990		fr
5991		fr
5992		fr
5993		fr
5994		fr
5995	growing heart	fr
5996	smiling face with heart-eyes	fr
5997		fr
5998		fr
5999		fr
6000		fr
6001		fr
6002		fr
6003		fr
6004		fr
6005		fr
6006		fr
6007		fr
6008		fr
6009		fr
6010	winking face	fr
6011		fr
6012		fr
6013		fr
6014		fr
6015		fr
6016		fr
6017		fr
6018		fr
6019	face with tears of joy	fr
6020		fr
6021		fr
6022		fr
6023		fr
6024		fr
6025		fr
6026		fr
6027		fr
6028	loudly crying face	fr
6028	loudly crying face	fr
6029	warning	fr
6029	warning	fr
6030		fr
6031		fr
6032		fr
6033		fr
6034		fr
6035		fr
6036		fr
6037	locked with key	fr
6038		fr
6039		fr
6040		fr
6041		fr
6042		fr
6043		fr
6044		fr
6045		fr
6046		fr
6047		fr
6048		fr
6049		fr
6050		fr
6051		fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6052	droplet	fr
6053		fr
6054		fr
6055		fr
6056		fr
6057		fr
6058	face with tears of joy	fr
6058	face with tears of joy	fr
6058	face with tears of joy	fr
6058	face with tears of joy	fr
6058	face with tears of joy	fr
6058	face with tears of joy	fr
6058	loudly crying face	fr
6059		fr
6060		fr
6061		fr
6062		fr
6063		fr
6064		fr
6065	folded hands	fr
6065	loudly crying face	fr
6066	smiling face	fr
6067		fr
6068		fr
6069	loudly crying face	fr
6069	loudly crying face	fr
6069	loudly crying face	fr
6070		fr
6071		fr
6072	smiling face	fr
6073		fr
6074		fr
6075		fr
6076	loudly crying face	fr
6077		fr
6078		fr
6079		fr
6080		fr
6081		fr
6082		fr
6083		fr
6084		fr
6085		fr
6086	see-no-evil monkey	fr
6087		fr
6088		fr
6089		fr
6090		fr
6091	grinning face	fr
6091	grinning face	fr
6092		fr
6093		fr
6094		fr
6095		fr
6096		fr
6097	right arrow	fr
6097	shopping cart	fr
6097	shopping cart	fr
6097	1st place medal	fr
6098		fr
6099	folded hands	fr
6099	sun	fr
6099	folded hands	fr
6099	sun	fr
6100		fr
6101	drooling face	fr
6101	drooling face	fr
6102		fr
6103		fr
6104		fr
6105		fr
6106		fr
6107		fr
6108		fr
6109		fr
6110		fr
6111		fr
6112		fr
6113		fr
6114		fr
6115	face blowing a kiss	fr
6116		fr
6117		fr
6118		fr
6119		fr
6120		fr
6121		fr
6122	loudly crying face	fr
6122	loudly crying face	fr
6122	loudly crying face	fr
6123		fr
6124		fr
6125		fr
6126		fr
6127		fr
6128		fr
6129		fr
6130		fr
6131		fr
6132		fr
6133		fr
6134		fr
6135		fr
6136		fr
6137		fr
6138		fr
6139		fr
6140		fr
6141	face savoring food	fr
6142		fr
6143		fr
6144		fr
6145	pensive face	fr
6146		fr
6147		fr
6148		fr
6149		fr
6150		fr
6151		fr
6152		fr
6153		fr
6154		fr
6155		fr
6156		fr
6157	face with tears of joy	fr
6157	face with tears of joy	fr
6157	face with tears of joy	fr
6157	face with tears of joy	fr
6158		fr
6159		fr
6160		fr
6161		fr
6162		fr
6163		fr
6164	television	fr
6164	bicycle	fr
6164	sport utility vehicle	fr
6165		fr
6166		fr
6167		fr
6168	smiling face with heart-eyes	fr
6169		fr
6170		fr
6171		fr
6172		fr
6173	face with tears of joy	fr
6173	folded hands	fr
6174		fr
6175		fr
6176		fr
6177		fr
6178		fr
6179		fr
6180		fr
6181		fr
6182		fr
6183		fr
6184		fr
6185		fr
6186	loudly crying face	fr
6187		fr
6188		fr
6189		fr
6190		fr
6191		fr
6192		fr
6193		fr
6194		fr
6195		fr
6196		fr
6197		fr
6198	face with rolling eyes	fr
6198	face with tears of joy	fr
6199		fr
6200		fr
6201		fr
6202		fr
6203		fr
6204		fr
6205		fr
6206		fr
6207		fr
6208		fr
6209		fr
6210		fr
6211		fr
6212		fr
6213		fr
6214		fr
6215		fr
6216		fr
6217		fr
6218		fr
6219		fr
6220		fr
6221		fr
6222		fr
6223		fr
6224	person shrugging	fr
6224	female sign	fr
6225		fr
6226		fr
6227		fr
6228	face with tears of joy	fr
6228	face with tears of joy	fr
6228	face with tears of joy	fr
6229		fr
6230		fr
6231		fr
6232		fr
6233		fr
6234		fr
6235		fr
6236	pensive face	fr
6237		fr
6238		fr
6239		fr
6240		fr
6241		fr
6242		fr
6243		fr
6244		fr
6245	SOON arrow	fr
6246		fr
6247		fr
6248		fr
6249		fr
6250		fr
6251	red heart	fr
6252		fr
6253	face with tears of joy	fr
6253	face with tears of joy	fr
6253	face with tears of joy	fr
6253	face with tears of joy	fr
6253	face with tears of joy	fr
6253	face with tears of joy	fr
6254		fr
6255		fr
6256		fr
6257		fr
6258		fr
6259		fr
6260		fr
6261		fr
6262		fr
6263		fr
6264		fr
6265		fr
6266		fr
6267		fr
6268		fr
6269		fr
6270		fr
6271		fr
6272		fr
6273		fr
6274		fr
6275		fr
6276		fr
6277		fr
6278		fr
6279		fr
6280		fr
6281		fr
6282		fr
6283	down arrow	fr
6284	winking face	fr
6284	face with tears of joy	fr
6284	face with tears of joy	fr
6285		fr
6286		fr
6287	hugging face	fr
6288		fr
6289	persevering face	fr
6290		fr
6291		fr
6292		fr
6293		fr
6294		fr
6295		fr
6296		fr
6297		fr
6298		fr
6299		fr
6300		fr
6301		fr
6302	loudly crying face	fr
6303	face with tears of joy	fr
6303	face with tears of joy	fr
6304	right arrow	fr
6305	clapping hands	fr
6305	clapping hands	fr
6305	clapping hands	fr
6306		fr
6307		fr
6308		fr
6309		fr
6310		fr
6311		fr
6312	face with tears of joy	fr
6312	face blowing a kiss	fr
6313	smiling face with heart-eyes	fr
6314		fr
6315		fr
6316		fr
6317	white heavy check mark	fr
6317	white heavy check mark	fr
6317	white heavy check mark	fr
6317	party popper	fr
6318		fr
6319	yellow heart	fr
6320		fr
6321		fr
6322		fr
6323		fr
6324		fr
6325		fr
6326		fr
6327		fr
6328		fr
6329		fr
6330		fr
6331		fr
6332	rose	fr
6332	winking face	fr
6333		fr
6334	loudly crying face	fr
6335		fr
6336		fr
6337		fr
6338		fr
6339		fr
6340		fr
6341		fr
6342		fr
6343		fr
6344		fr
6345		fr
6346		fr
6347		fr
6348		fr
6349		fr
6350		fr
6351		fr
6352		fr
6353		fr
6354		fr
6355		fr
6356	man	fr
6356	artist palette	fr
6356	woman	fr
6356	artist palette	fr
6357	folded hands	fr
6358		fr
6359		fr
6360		fr
6361		fr
6362		fr
6363		fr
6364		fr
6365		fr
6366		fr
6367		fr
6368		fr
6369		fr
6370		fr
6371	clapping hands	fr
6371	backhand index pointing right	fr
6372		fr
6373		fr
6374		fr
6375		fr
6376		fr
6377		fr
6378		fr
6379		fr
6380		fr
6381		fr
6382		fr
6383		fr
6384		fr
6385		fr
6386		fr
6387		fr
6388	beaming face with smiling eyes	fr
6389		fr
6390		fr
6391		fr
6392		fr
6393		fr
6394	heart suit	fr
6395		fr
6396	smiling face with sunglasses	fr
6397		fr
6398		fr
6399		fr
6400		fr
6401		fr
6402		fr
6403		fr
6404	folded hands	fr
6404	heart suit	fr
6405	airplane	fr
6405	airplane	fr
6405	airplane	fr
