TWEET	EMOJI	LANGUAGE
28909		de
28910		de
28911		de
28912		de
28913		de
28914	red heart	de
28915		de
28916		de
28917	face with rolling eyes	de
28918		de
28919		de
28920		de
28921		de
28922		de
28923		de
28924		de
28925		de
28926		de
28927		de
28928		de
28929		de
28930		de
28931		de
28932		de
28933		de
28934		de
28935		de
28936	right arrow	de
28936	rocket	de
28937		de
28938		de
28939		de
28940		de
28941		de
28942		de
28943		de
28944		de
28945	smiling face with sunglasses	de
28946		de
28947		de
28948	pouting face	de
28948	face with rolling eyes	de
28949		de
28950		de
28951		de
28952		de
28953	double exclamation mark	de
28954	nerd face	de
28955		de
28956	smiling face with heart-eyes	de
28956	face screaming in fear	de
28957		de
28958		de
28959		de
28960		de
28961		de
28962		de
28963		de
28964		de
28965		de
28966		de
28967		de
28968		de
28969		de
28970		de
28971		de
28972		de
28973		de
28974		de
28975	exclamation question mark	de
28975	double exclamation mark	de
28976		de
28977		de
28978		de
28979		de
28980		de
28981		de
28982		de
28983		de
28984		de
28985		de
28986		de
28987		de
28988		de
28989		de
28990		de
28991	thumbs up	de
28991	thumbs up	de
28992		de
28993		de
28994		de
28995		de
28996		de
28997		de
28998		de
28999		de
29000		de
29001		de
29002		de
29003		de
29004		de
29005		de
29006	person swimming	de
29006	male sign	de
29007		de
29008		de
29009		de
29010		de
29011		de
29012		de
29013		de
29014		de
29015		de
29016		de
29017		de
29018		de
29019		de
29020		de
29021		de
29022		de
29023		de
29024		de
29025		de
29026		de
29027		de
29028		de
29029		de
29030	face with rolling eyes	de
29031		de
29032		de
29033		de
29034		de
29035	squinting face with tongue	de
29036		de
29037		de
29038		de
29039	yellow heart	de
29039	red heart	de
29039	yellow heart	de
29039	red heart	de
29039	crown	de
29040		de
29041		de
29042		de
29043		de
29044		de
29045		de
29046	winking face	de
29047	smiling face with heart-eyes	de
29048		de
29049		de
29050		de
29051		de
29052		de
29053		de
29054		de
29055		de
29056		de
29057		de
29058		de
29059		de
29060		de
29061	red heart	de
29062		de
29063		de
29064		de
29065		de
29066	thinking face	de
29067		de
29068		de
29069		de
29070	soccer ball	de
29071		de
29072		de
29073		de
29074		de
29075		de
29076		de
29077		de
29078		de
29079		de
29080	face savoring food	de
29081	fire	de
29081	fire	de
29081	fire	de
29082		de
29083		de
29084		de
29085		de
29086		de
29087		de
29088		de
29089		de
29090		de
29091		de
29092	person raising hand	de
29093		de
29094		de
29095		de
29096	smiling face with heart-eyes	de
29096	sign of the horns	de
29097		de
29098		de
29099		de
29100		de
29101		de
29102		de
29103		de
29104		de
29105		de
29106		de
29107		de
29108		de
29109		de
29110		de
29111		de
29112		de
29113		de
29114	red heart	de
29115		de
29116		de
29117		de
29118		de
29119		de
29120		de
29121		de
29122		de
29123		de
29124		de
29125		de
29126		de
29127		de
29128		de
29129		de
29130		de
29131		de
29132		de
29133		de
29134	face savoring food	de
29135		de
29136		de
29137		de
29138		de
29139		de
29140		de
29141		de
29142		de
29143		de
29144		de
29145		de
29146		de
29147		de
29148		de
29149		de
29150		de
29151		de
29152	two hearts	de
29152	two hearts	de
29152	crown	de
29153		de
29154		de
29155		de
29156		de
29157		de
29158		de
29159		de
29160	face with tears of joy	de
29161		de
29162		de
29163		de
29164		de
29165		de
29166		de
29167	sign of the horns	de
29167	face blowing a kiss	de
29167	black heart	de
29168		de
29169		de
29170		de
29171		de
29172		de
29173		de
29174		de
29175		de
29176		de
29177		de
29178		de
29179		de
29180		de
29181		de
29182		de
29183		de
29184		de
29185		de
29186		de
29187	right arrow	de
29187	rocket	de
29188		de
29189	person shrugging	de
29189	male sign	de
29189	grinning face with sweat	de
29190		de
29191		de
29192	flushed face	de
29193		de
29194		de
29195		de
29196		de
29197		de
29198		de
29199		de
29200	thumbs up	de
29201		de
29202		de
29203		de
29204		de
29205		de
29206		de
29207	smiling face with halo	de
29208		de
29209		de
29210		de
29211		de
29212		de
29213		de
29214		de
29215		de
29216		de
29217		de
29218		de
29219		de
29220		de
29221		de
29222		de
29223		de
29224	crying face	de
29224	red heart	de
29225		de
29226		de
29227		de
29228	person facepalming	de
29228	female sign	de
29229		de
29230		de
29231	index pointing up	de
29232		de
29233		de
29234		de
29235		de
29236		de
29237		de
29238		de
29239		de
29240		de
29241		de
29242		de
29243		de
29244		de
29245		de
29246	backhand index pointing down	de
29247	beaming face with smiling eyes	de
29248		de
29249		de
29250	raising hands	de
29251	grinning face with sweat	de
29252		de
29253		de
29254	smiling face with smiling eyes	de
29254	folded hands	de
29255		de
29256		de
29257		de
29258		de
29259		de
29260		de
29261		de
29262		de
29263		de
29264		de
29265	person tipping hand	de
29265	female sign	de
29266	winking face with tongue	de
29267		de
29268		de
29269		de
29270	tiger face	de
29270	lion face	de
29271	hugging face	de
29272		de
29273		de
29274	red heart	de
29275		de
29276		de
29277		de
29278	grinning face with sweat	de
29279		de
29280		de
29281		de
29282		de
29283		de
29284		de
29285		de
29286		de
29287		de
29288		de
29289		de
29290		de
29291		de
29292	smiling face with heart-eyes	de
29293		de
29294		de
29295		de
29296		de
29297		de
29298		de
29299		de
29300		de
29301		de
29302		de
29303		de
29304		de
29305		de
29306	face screaming in fear	de
29307	loudly crying face	de
29307	red heart	de
29307	red heart	de
29308	face without mouth	de
29309		de
29310		de
29311		de
29312		de
29313		de
29314		de
29315		de
29316		de
29317		de
29318		de
29319		de
29320		de
29321		de
29322		de
29323		de
29324		de
29325		de
29326		de
29327		de
29328	smiling face with smiling eyes	de
29328	ox	de
29328	face blowing a kiss	de
29329		de
29330		de
29331		de
29332		de
29333		de
29334		de
29335		de
29336	folded hands	de
29337		de
29338		de
29339		de
29340		de
29341	red heart	de
29342		de
29343		de
29344		de
29345		de
29346		de
29347		de
29348		de
29349		de
29350		de
29351		de
29352		de
29353		de
29354		de
29355		de
29356		de
29357		de
29358		de
29359		de
29360		de
29361		de
29362	OK hand	de
29362	OK hand	de
29362	OK hand	de
29362	smiling face with heart-eyes	de
29362	smiling face	de
29363		de
29364		de
29365		de
29366		de
29367		de
29368		de
29369		de
29370		de
29371		de
29372		de
29373		de
29374		de
29375	thinking face	de
29376		de
29377		de
29378		de
29379		de
29380		de
29381	speech balloon	de
29382		de
29383		de
29384		de
29385		de
29386		de
29387		de
29388		de
29389	smiling face with heart-eyes	de
29389	raising hands	de
29390		de
29391	hugging face	de
29392		de
29393		de
29394	face with tears of joy	de
29395		de
29396		de
29397		de
29398		de
29399		de
29400		de
29401	face with tears of joy	de
29401	face with tears of joy	de
29402		de
29403		de
29404		de
29405		de
29406		de
29407		de
29408		de
29409	victory hand	de
29410		de
29411		de
29412		de
29413		de
29414	face with tears of joy	de
29414	face with tears of joy	de
29414	face with tears of joy	de
29415		de
29416		de
29417		de
29418		de
29419		de
29420	grimacing face	de
29421		de
29422		de
29423		de
29424		de
29425	saxophone	de
29425	trumpet	de
29426		de
29427		de
29428		de
29429		de
29430		de
29431		de
29432	winking face	de
29432	face with tears of joy	de
29433		de
29434		de
29435		de
29436		de
29437		de
29438		de
29439		de
29440		de
29441		de
29442		de
29443		de
29444		de
29445		de
29446		de
29447		de
29448		de
29449		de
29450	pistol	de
29451		de
29452	TOP arrow	de
29453		de
29454		de
29455		de
29456		de
29457	purple heart	de
29458	weary face	de
29458	weary face	de
29458	face with rolling eyes	de
29458	face with rolling eyes	de
29458	pensive face	de
29458	confused face	de
29459	face blowing a kiss	de
29459	right arrow curving down	de
29459	face blowing a kiss	de
29459	face blowing a kiss	de
29459	right arrow	de
29460		de
29461		de
29462		de
29463		de
29464		de
29465	cherry blossom	de
29465	red heart	de
29466		de
29467		de
29468		de
29469		de
29470		de
29471		de
29472		de
29473		de
29474		de
29475		de
29476	white medium star	de
29476	white medium star	de
29476	play button	de
29476	reverse button	de
29477		de
29478		de
29479		de
29480		de
29481		de
29482		de
29483		de
29484		de
29485		de
29486		de
29487	nerd face	de
29488		de
29489		de
29490		de
29491		de
29492		de
29493	party popper	de
29494		de
29495		de
29496		de
29497		de
29498		de
29499		de
29500		de
29501		de
29502		de
29503		de
29504		de
29505	thinking face	de
29506		de
29507		de
29508		de
29509		de
29510		de
29511		de
29512		de
29513	confused face	de
29514		de
29515		de
29516		de
29517	red heart	de
29518		de
29519	smirking face	de
29519	smirking face	de
29519	smirking face	de
29520		de
29521	smiling face with smiling eyes	de
29521	smiling face with smiling eyes	de
29521	cocktail glass	de
29521	beer mug	de
29521	party popper	de
29522		de
29523		de
29524		de
29525		de
29526		de
29527		de
29528		de
29529		de
29530		de
29531		de
29532		de
29533		de
29534		de
29535		de
29536		de
29537		de
29538		de
29539		de
29540		de
29541		de
29542		de
29543	smiling face with heart-eyes	de
29543	smiling face with heart-eyes	de
29543	smiling face with heart-eyes	de
29544		de
29545	airplane	de
29545	train	de
29545	desert island	de
29546		de
29547		de
29548	hugging face	de
29549		de
29550		de
29551		de
29552		de
29553		de
29554		de
29555		de
29556		de
29557		de
29558	grinning face with big eyes	de
29558	thumbs up	de
29559		de
29560	beaming face with smiling eyes	de
29561	rolling on the floor laughing	de
29562		de
29563		de
29564		de
29565		de
29566		de
29567		de
29568		de
29569		de
29570		de
29571		de
29572		de
29573	smiling face with heart-eyes	de
29573	face blowing a kiss	de
29574		de
29575		de
29576		de
29577	person shrugging	de
29577	female sign	de
29578		de
29579		de
29580		de
29581		de
29582	wolf face	de
29583		de
29584		de
29585		de
29586		de
29587		de
29588		de
29589		de
29590		de
29591		de
29592		de
29593	index pointing up	de
29593	face with tears of joy	de
29593	face with tears of joy	de
29593	face with tears of joy	de
29594		de
29595		de
29596		de
29597		de
29598		de
29599		de
29600		de
29601		de
29602		de
29603	smiling face	de
29603	folded hands	de
29604		de
29605		de
29606		de
29607		de
29608	red heart	de
29609		de
29610		de
29611		de
29612		de
29613		de
29614		de
29615	winking face	de
29616		de
29617		de
29618		de
29619		de
29620		de
29621		de
29622		de
29623		de
29624		de
29625		de
29626		de
29627		de
29628		de
29629		de
29630		de
29631		de
29632		de
29633	red heart	de
29634		de
29635		de
29636		de
29637	red heart	de
29638		de
29639		de
29640		de
29641		de
29642		de
29643		de
29644		de
29645		de
29646		de
29647	cowboy hat face	de
29647	OK hand	de
29648		de
29649		de
29650		de
29651		de
29652		de
29653		de
29654		de
29655		de
29656		de
29657		de
29658		de
29659		de
29660		de
29661		de
29662		de
29663		de
29664	beaming face with smiling eyes	de
29665		de
29666		de
29667	face with tears of joy	de
29667	face with tears of joy	de
29667	face with tears of joy	de
29668		de
29669		de
29670		de
29671		de
29672		de
29673		de
29674	red heart	de
29675	sparkling heart	de
29676	sparkling heart	de
29676	sparkling heart	de
29676	sparkling heart	de
29677		de
29678	winking face	de
29679		de
29680		de
29681	person raising hand	de
29681	female sign	de
29682		de
29683		de
29684		de
29685		de
29686		de
29687		de
29688		de
29689		de
29690		de
29691		de
29692		de
29693		de
29694		de
29695		de
29696	party popper	de
29697		de
29698		de
29699		de
29700		de
29701		de
29702	person facepalming	de
29702	female sign	de
29703	flushed face	de
29704		de
29705		de
29706		de
29707		de
29708		de
29709		de
29710		de
29711		de
29712	handshake	de
29712	handshake	de
29713	face with raised eyebrow	de
29714		de
29715		de
29716		de
29717		de
29718		de
29719		de
29720	face with tears of joy	de
29720	face with tears of joy	de
29720	face with tears of joy	de
29721		de
29722	sad but relieved face	de
29722	sad but relieved face	de
29723		de
29724	red heart	de
29725		de
29726		de
29727		de
29728		de
29729		de
29730		de
29731		de
29732		de
29733	sun with face	de
29734		de
29735	red heart	de
29735	red heart	de
29736		de
29737		de
29738		de
29739		de
29740		de
29741		de
29742	red heart	de
29743		de
29744		de
29745		de
29746		de
29747		de
29748		de
29749		de
29750		de
29751		de
29752		de
29753		de
29754		de
29755		de
29756		de
29757		de
29758		de
29759		de
29760		de
29761		de
29762		de
29763		de
29764		de
29765		de
29766		de
29767		de
29768		de
29769		de
29770		de
29771		de
29772		de
29773		de
29774		de
29775		de
29776		de
29777		de
29778		de
29779		de
29780		de
29781		de
29782		de
29783	winking face	de
29784	soft ice cream	de
29785		de
29786		de
29787		de
29788		de
29789		de
29790		de
29791		de
29792	astonished face	de
29793	face with tears of joy	de
29794		de
29795		de
29796		de
29797		de
29798		de
29799		de
29800		de
29801		de
29802		de
29803		de
29804		de
29805	person facepalming	de
29805	female sign	de
29806		de
29807		de
29808		de
29809		de
29810		de
29811		de
29812		de
29813		de
29814		de
29815		de
29816		de
29817		de
29818		de
29819		de
29820		de
29821		de
29822		de
29823	smiling face with sunglasses	de
29823	thumbs up	de
29824		de
29825		de
29826		de
29827		de
29828		de
29829		de
29830		de
29831	kissing face with closed eyes	de
29832		de
29833		de
29834		de
29835		de
29836		de
29837		de
29838		de
29839		de
29840		de
29841		de
29842		de
29843		de
29844		de
29845	face screaming in fear	de
29846		de
29847		de
29848		de
29849		de
29850		de
29851	person facepalming	de
29851	female sign	de
29852		de
29853		de
29854	folded hands	de
29855		de
29856		de
29857		de
29858		de
29859		de
29860	red heart	de
29861	red heart	de
29862		de
29863		de
29864		de
29865		de
29866		de
29867		de
29868	grinning face with sweat	de
29869		de
29870		de
29871		de
29872		de
29873		de
29874		de
29875	red heart	de
29876	face blowing a kiss	de
29876	face blowing a kiss	de
29877		de
29878		de
29879	unamused face	de
29880		de
29881	winking face	de
29881	nauseated face	de
29882		de
29883		de
29884		de
29885		de
29886		de
29887		de
29888		de
29889		de
29890		de
29891		de
29892		de
29893		de
29894		de
29895		de
29896	person getting massage	de
29896	female sign	de
29896	thumbs up	de
29897		de
29898		de
29899		de
29900		de
29901	winking face	de
29901	face with tears of joy	de
29902	red heart	de
29903		de
29904		de
29905		de
29906		de
29907	see-no-evil monkey	de
29908		de
29909	thumbs up	de
29909	thumbs up	de
29909	thumbs up	de
29910		de
29911		de
29912		de
29913		de
29914		de
29915	red heart	de
29916		de
29917		de
29918		de
29919		de
29920		de
29921		de
29922		de
29923	thumbs up	de
29924	red circle	de
29924	red circle	de
29925		de
29926		de
29927		de
29928		de
29929	musical score	de
29929	saxophone	de
29929	guitar	de
29930		de
29931		de
29932		de
29933		de
29934		de
29935	grinning face with sweat	de
29936		de
29937		de
29938		de
29939	red heart	de
29940	face with tears of joy	de
29941		de
29942		de
29943		de
29944		de
29945		de
29946		de
29947		de
29948		de
29949		de
29950		de
29951		de
29952		de
29953		de
29954	smiling face with smiling eyes	de
29955		de
29956		de
29957		de
29958	expressionless face	de
29959		de
29960		de
29961		de
29962		de
29963		de
29964	smiling face with heart-eyes	de
29965		de
29966		de
29967		de
29968		de
29969		de
29970		de
29971		de
29972		de
29973		de
29974		de
29975	smiling face with halo	de
29975	smiling face with halo	de
29976		de
29977		de
29978		de
29979		de
29980		de
29981		de
29982		de
29983		de
29984		de
29985		de
29986		de
29987		de
29988	grinning face with sweat	de
29989		de
29990		de
29991		de
29992		de
29993		de
29994	red heart	de
29995		de
29996		de
29997		de
29998		de
29999		de
30000		de
30001		de
30002		de
30003		de
30004		de
30005		de
30006		de
30007		de
30008		de
30009		de
30010		de
30011		de
30012		de
30013		de
30014		de
30015		de
30016		de
30017		de
30018		de
30019		de
30020		de
30021		de
30022		de
30023		de
30024		de
30025		de
30026		de
30027	loudly crying face	de
30027	loudly crying face	de
30028		de
30029	thinking face	de
30030		de
30031		de
30032		de
30033		de
30034		de
30035		de
30036		de
30037		de
30038		de
30039		de
30040		de
30041		de
30042		de
30043		de
30044		de
30045		de
30046		de
30047		de
30048		de
30049		de
30050		de
30051		de
30052		de
30053		de
30054		de
30055		de
30056		de
30057		de
30058		de
30059		de
30060	face with tears of joy	de
30060	thumbs up	de
30061		de
30062		de
30063	face with tears of joy	de
30063	face with tears of joy	de
30063	face with tears of joy	de
30064		de
30065		de
30066		de
30067		de
30068		de
30069		de
30070		de
30071		de
30072	smiling face with smiling eyes	de
30072	crossed fingers	de
30073		de
30074		de
30075		de
30076	face screaming in fear	de
30077		de
30078		de
30079		de
30080	grinning face with big eyes	de
30081		de
30082	double exclamation mark	de
30083		de
30084		de
30085		de
30086		de
30087		de
30088		de
30089		de
30090		de
30091		de
30092		de
30093		de
30094	see-no-evil monkey	de
30095		de
30096	smiling face with heart-eyes	de
30096	smiling face with heart-eyes	de
30097		de
30098		de
30099		de
30100		de
30101		de
30102		de
30103		de
30104		de
30105		de
30106		de
30107		de
30108		de
30109		de
30110	rolling on the floor laughing	de
30110	rolling on the floor laughing	de
30110	rolling on the floor laughing	de
30111		de
30112	video game	de
30113		de
30114	thumbs up	de
30115		de
30116		de
30117		de
30118		de
30119	loudly crying face	de
30119	loudly crying face	de
30120		de
30121		de
30122		de
30123	face with tears of joy	de
30124		de
30125		de
30126		de
30127		de
30128	face with tears of joy	de
30129		de
30130		de
30131		de
30132		de
30133		de
30134		de
30135		de
30136		de
30137		de
30138		de
30139		de
30140		de
30141	face savoring food	de
30141	smiling face with smiling eyes	de
30142		de
30143		de
30144		de
30145		de
30146	smiling face with heart-eyes	de
30146	fire	de
30147		de
30148		de
30149		de
30150		de
30151	smiling face with heart-eyes	de
30152		de
30153		de
30154		de
30155		de
30156	rose	de
30156	rose	de
30156	rose	de
30157		de
30158		de
30159		de
30160		de
30161		de
30162		de
30163		de
30164		de
30165		de
30166		de
30167	red heart	de
30167	red heart	de
30167	cross mark	de
30167	cross mark	de
30167	heavy large circle	de
30167	heavy large circle	de
30167	red heart	de
30167	red heart	de
30167	red heart	de
30168		de
30169		de
30170		de
30171	clown face	de
30172	nauseated face	de
30173	face screaming in fear	de
30174		de
30175		de
30176	two hearts	de
30177		de
30178		de
30179		de
30180	thumbs up	de
30181		de
30182		de
30183		de
30184		de
30185		de
30186		de
30187		de
30188	hundred points	de
30189		de
30190		de
30191		de
30192		de
30193		de
30194		de
30195		de
30196		de
30197		de
30198		de
30199		de
30200		de
30201		de
30202		de
30203		de
30204		de
30205		de
30206		de
30207		de
30208		de
30209	face with tears of joy	de
30209	cowboy hat face	de
30210		de
30211		de
30212		de
30213	winking face	de
30214		de
30215		de
30216		de
30217	expressionless face	de
30218		de
30219	face with tears of joy	de
30220		de
30221	oncoming automobile	de
30221	thumbs up	de
30221	thumbs up	de
30222		de
30223		de
30224		de
30225	rolling on the floor laughing	de
30226		de
30227		de
30228		de
30229		de
30230		de
30231	red heart	de
30232		de
30233		de
30234		de
30235		de
30236		de
30237		de
30238		de
30239		de
30240		de
30241		de
30242		de
30243		de
30244		de
30245		de
30246		de
30247		de
30248		de
30249		de
30250		de
30251		de
30252		de
30253		de
30254		de
30255		de
30256	growing heart	de
30256	purple heart	de
30256	blue heart	de
30257	broken heart	de
30258		de
30259		de
30260		de
30261		de
30262	red heart	de
30263		de
30264		de
30265	red heart	de
30266		de
30267		de
30268		de
30269		de
30270		de
30271		de
30272		de
30273		de
30274		de
30275		de
30276		de
30277		de
30278	fire	de
30278	recycling symbol	de
30279		de
30280		de
30281		de
30282		de
30283		de
30284	party popper	de
30284	smiling face with heart-eyes	de
30285	airplane	de
30285	exclamation mark	de
30285	exclamation mark	de
30285	smiling face with heart-eyes	de
30285	astonished face	de
30286		de
30287		de
30288		de
30289		de
30290		de
30291		de
30292		de
30293		de
30294		de
30295		de
30296		de
30297		de
30298		de
30299		de
30300		de
30301		de
30302		de
30303		de
30304		de
30305		de
30306	winking face	de
30307		de
30308		de
30309		de
30310		de
30311		de
30312		de
30313		de
30314		de
30315		de
30316		de
30317		de
30318		de
30319		de
30320		de
30321		de
30322		de
30323		de
30324	smiling face with smiling eyes	de
30324	honeybee	de
30324	ant	de
30324	lady beetle	de
30324	bug	de
30324	butterfly	de
30324	cricket	de
30325	squinting face with tongue	de
30326		de
30327		de
30328		de
30329		de
30330		de
30331		de
30332		de
30333		de
30334	smiling face with smiling eyes	de
30335		de
30336		de
30337		de
30338		de
30339		de
30340		de
30341		de
30342	slightly smiling face	de
30343		de
30344		de
30345		de
30346		de
30347	unamused face	de
30348		de
30349	beating heart	de
30349	beating heart	de
30349	beating heart	de
30349	beating heart	de
30350		de
30351		de
30352	face with tears of joy	de
30353		de
30354		de
30355		de
30356		de
30357		de
30358		de
30359		de
30360		de
30361		de
30362		de
30363		de
30364	winking face	de
30364	thumbs up	de
30364	face blowing a kiss	de
30365		de
30366		de
30367		de
30368	grinning face	de
30369		de
30370		de
30371	smiling face with heart-eyes	de
30371	face blowing a kiss	de
30372		de
30373		de
30374		de
30375		de
30376		de
30377		de
30378		de
30379		de
30380		de
30381		de
30382		de
30383	face with tears of joy	de
30383	face with tears of joy	de
30383	face with tears of joy	de
30383	rolling on the floor laughing	de
30383	rolling on the floor laughing	de
30384		de
30385		de
30386		de
30387		de
30388		de
30389		de
30390		de
30391		de
30392		de
30393		de
30394		de
30395		de
30396		de
30397		de
30398		de
30399		de
30400		de
30401		de
30402		de
30403	hugging face	de
30403	hugging face	de
30404		de
30405		de
30406		de
30407		de
30408		de
30409		de
30410		de
30411		de
30412		de
30413	smiling face with sunglasses	de
30413	rolling on the floor laughing	de
30413	rolling on the floor laughing	de
30413	rolling on the floor laughing	de
30414		de
30415		de
30416		de
30417		de
30418		de
30419		de
30420		de
30421	raising hands	de
30421	heart suit	de
30422		de
30423		de
30424		de
30425		de
30426		de
30427	smiling face with heart-eyes	de
30427	folded hands	de
30427	smiling face with heart-eyes	de
30428		de
30429		de
30430		de
30431		de
30432		de
30433	see-no-evil monkey	de
30433	see-no-evil monkey	de
30433	see-no-evil monkey	de
30434		de
30435		de
30436		de
30437		de
30438		de
30439		de
30440		de
30441		de
30442		de
30443	face with tears of joy	de
30444		de
30445		de
30446	downcast face with sweat	de
30447		de
30448		de
30449		de
30450		de
30451		de
30452		de
30453	person shrugging	de
30453	male sign	de
30454		de
30455	heart suit	de
30456		de
30457		de
30458		de
30459		de
30460		de
30461		de
30462		de
30463		de
30464		de
30465	beaming face with smiling eyes	de
30466		de
30467		de
30468		de
30469	winking face	de
30470		de
30471		de
30472		de
30473		de
30474		de
30475		de
30476		de
30477		de
30478		de
30479		de
30480		de
30481		de
30482		de
30483		de
30484	grinning face with smiling eyes	de
30484	grinning face with smiling eyes	de
30485		de
30486		de
30487		de
30488		de
30489		de
30490		de
30491		de
30492		de
30493		de
30494		de
30495		de
30496		de
30497		de
30498		de
30499		de
30500		de
30501		de
30502		de
30503		de
30504	grinning face with sweat	de
30505	grinning face with big eyes	de
30506		de
30507		de
30508		de
30509		de
30510		de
30511		de
30512		de
30513		de
30514	smiling face with sunglasses	de
30515		de
30516		de
30517		de
30518		de
30519	bus	de
30519	bus	de
30519	bus	de
30520		de
30521		de
30522		de
30523		de
30524		de
30525	play button	de
30526		de
30527		de
30528		de
30529		de
30530		de
30531		de
30532		de
30533		de
30534		de
30535		de
30536		de
30537		de
30538		de
30539		de
30540		de
30541		de
30542		de
30543		de
30544		de
30545		de
30546	smirking face	de
30547		de
30548		de
30549		de
30550		de
30551	trade mark	de
30552		de
30553		de
30554		de
30555		de
30556		de
30557		de
30558	red heart	de
30559		de
30560		de
30561		de
30562	green heart	de
30563		de
30564		de
30565		de
30566		de
30567		de
30568		de
30569		de
30570		de
30571		de
30572		de
30573		de
30574		de
30575		de
30576	expressionless face	de
30576	face with tears of joy	de
30577	nauseated face	de
30578		de
30579		de
30580	sun	de
30580	cherry blossom	de
30581	smiling face with heart-eyes	de
30581	smiling face with heart-eyes	de
30582		de
30583		de
30584		de
30585		de
30586		de
30587		de
30588		de
30589		de
30590		de
30591		de
30592		de
30593	winking face	de
30594		de
30595		de
30596	winking face	de
30597		de
30598		de
30599		de
30600		de
30601		de
30602	hot pepper	de
30602	hot pepper	de
30602	hot pepper	de
30603		de
30604		de
30605	loudly crying face	de
30605	loudly crying face	de
30605	loudly crying face	de
30606		de
30607	face without mouth	de
30608		de
30609		de
30610	smiling face with smiling eyes	de
30611		de
30612		de
30613		de
30614		de
30615		de
30616		de
30617		de
30618		de
30619		de
30620		de
30621		de
30622		de
30623		de
30624		de
30625		de
30626		de
30627		de
30628		de
30629		de
30630		de
30631		de
30632	clinking beer mugs	de
30633		de
30634		de
30635	grinning face	de
30636		de
30637		de
30638		de
30639		de
30640		de
30641		de
30642		de
30643		de
30644		de
30645		de
30646		de
30647		de
30648	face blowing a kiss	de
30649		de
30650		de
30651		de
30652		de
30653	face with rolling eyes	de
30654		de
30655		de
30656		de
30657		de
30658		de
30659		de
30660		de
30661		de
30662		de
30663		de
30664		de
30665		de
30666		de
30667		de
30668	ring	de
30668	black circle	de
30668	white circle	de
30668	blue circle	de
30669		de
30670		de
30671		de
30672		de
30673		de
30674		de
30675		de
30676		de
30677		de
30678		de
30679		de
30680		de
30681		de
30682		de
30683		de
30684		de
30685		de
30686		de
30687		de
30688		de
30689		de
30690	hugging face	de
30691		de
30692		de
30693		de
30694		de
30695		de
30696		de
30697		de
30698		de
30699	kiss mark	de
30699	down arrow	de
30699	kiss mark	de
30699	kiss mark	de
30700		de
30701		de
30702		de
30703		de
30704		de
30705		de
30706	loudspeaker	de
30706	red circle	de
30707	four leaf clover	de
30707	yellow heart	de
30707	kissing face with closed eyes	de
30708		de
30709	grinning face with sweat	de
30710		de
30711		de
30712		de
30713		de
30714		de
30715		de
30716		de
30717		de
30718		de
30719		de
30720	left-right arrow	de
30721		de
30722		de
30723		de
30724		de
30725		de
30726		de
30727		de
30728		de
30729		de
30730		de
30731		de
30732		de
30733		de
30734		de
30735	smiling face with smiling eyes	de
30736		de
30737		de
30738		de
30739		de
30740		de
30741		de
30742		de
30743	face with tears of joy	de
30744		de
30745		de
30746		de
30747		de
30748		de
30749		de
30750	face with rolling eyes	de
30751		de
30752		de
30753		de
30754		de
30755		de
30756		de
30757		de
30758		de
30759		de
30760		de
30761		de
30762	zany face	de
30763		de
30764		de
30765		de
30766		de
30767		de
30768		de
30769		de
30770		de
30771		de
30772		de
30773		de
30774	face with tears of joy	de
30775	film frames	de
30775	right arrow	de
30776		de
30777		de
30778		de
30779		de
30780		de
30781	smiling face with smiling eyes	de
30782		de
30783		de
30784		de
30785		de
30786		de
30787		de
30788		de
30789		de
30790		de
30791	face with rolling eyes	de
30791	face with tears of joy	de
30792		de
30793		de
30794		de
30795		de
30796		de
30797		de
30798		de
30799		de
30800	smiling face with heart-eyes	de
30800	face with tears of joy	de
30801		de
30802		de
30803		de
30804		de
30805		de
30806		de
30807		de
30808		de
30809		de
30810		de
30811		de
30812		de
30813		de
30814		de
30815		de
30816		de
30817		de
30818		de
30819		de
30820		de
30821		de
30822		de
30823		de
30824		de
30825		de
30826		de
30827		de
30828		de
30829		de
30830		de
30831		de
30832		de
30833		de
30834	honeybee	de
30835		de
30836		de
30837		de
30838		de
30839		de
30840	smiling face with heart-eyes	de
30841		de
30842		de
30843	grinning squinting face	de
30844		de
30845		de
30846		de
30847		de
30848		de
30849		de
30850		de
30851		de
30852		de
30853		de
30854		de
30855		de
30856	grinning face with big eyes	de
30857		de
30858		de
30859		de
30860		de
30861		de
30862	fire	de
30862	magnifying glass tilted right	de
30863		de
30864		de
30865		de
30866		de
30867		de
30868	face with tears of joy	de
30868	face with tears of joy	de
30869		de
30870	thought balloon	de
30871		de
30872		de
30873		de
30874		de
30875		de
30876		de
30877		de
30878		de
30879		de
30880		de
30881		de
30882		de
30883		de
30884		de
30885		de
30886		de
30887		de
30888		de
30889		de
30890		de
30891	person shrugging	de
30891	female sign	de
30892	key	de
30892	key	de
30893		de
30894		de
30895		de
30896		de
30897		de
30898		de
30899		de
30900	thinking face	de
30901		de
30902		de
30903	copyright	de
30904		de
30905		de
30906		de
30907		de
30908		de
30909		de
30910		de
30911		de
30912		de
30913		de
30914		de
30915		de
30916		de
30917		de
30918		de
30919		de
30920		de
30921		de
30922		de
30923		de
30924	grinning face with big eyes	de
30925		de
30926		de
30927		de
30928		de
30929	face with tears of joy	de
30930		de
30931		de
30932		de
30933		de
30934		de
